CustomerID,Age,Gender,MonthlyCharges,TotalCharges,TechSupport,Tenure,PaperlessBilling,Churn,AverageMonthlyCharges,CustomerLifetimeValue,ContractValue,HighValueCustomer,LongTermCustomer,TotalServicesUsed,MonthlyCharges_Tenure_Interaction,LogTotalCharges,MonthlyCharges_Squared,ContractType_One year,ContractType_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_12-24,TenureGroup_24-48,TenureGroup_48-72,TenureGroup_72+
1020,45.0,Male,60.54734474629426,1080.854427974278,No,18,Yes,0,60.04746822079322,1621.2816419614169,1089.8522054332966,0,0,1,1089.8522054332966,6.986431910590148,3665.980955826607,False,False,False,False,False,True,False,True,False,False,False
1021,46.0,Female,44.4839662508605,103.50863305184444,Yes,4,Yes,1,25.87715826296111,155.26294957776668,177.935865003442,0,0,2,177.935865003442,4.649269680928915,1978.8232534076958,False,False,False,False,True,False,False,False,False,False,False
1022,33.0,Male,55.93546259912007,1200.2097147968348,No,22,No,0,54.55498703621976,1800.314572195252,1230.5801771806416,0,0,1,1230.5801771806416,7.091084423652924,3128.7759761775606,True,False,False,False,False,False,False,True,False,False,False
1023,39.0,Female,70.2963201986101,882.3175462980525,No,13,No,0,67.87058048446558,1323.4763194470788,913.8521625819313,0,0,1,913.8521625819313,6.783684758037038,4941.572633465519,False,False,True,False,False,False,False,True,False,False,False
1024,65.0,Male,88.7098879175689,816.6945423323793,No,8,Yes,0,102.08681779154742,1225.041813498569,709.6791033405513,0,0,1,709.6791033405513,6.7064888467325225,7869.444214347638,False,False,True,False,False,False,False,False,False,False,False
1025,60.0,Male,66.22816297787367,2268.813332295525,No,33,Yes,0,68.75191916047046,3403.219998443288,2185.529378269831,1,0,1,2185.529378269831,7.727452874625242,4386.169571423796,False,True,True,False,False,True,False,False,True,False,False
1026,45.0,Female,68.42146648450888,1610.2405008487833,No,23,Yes,1,70.01045655864276,2415.360751273175,1573.6937291437043,0,0,1,1573.6937291437043,7.38475965871936,4681.497075890772,False,False,True,False,False,False,False,True,False,False,False
1027,40.0,Female,62.51199104002187,3170.9577465040456,No,51,Yes,0,62.17564208831462,4756.4366197560685,3188.1115430411155,1,1,1,3188.1115430411155,8.062104261891756,3907.7490237877746,False,True,True,False,False,True,False,False,False,True,False
1028,41.0,Female,66.7550292008301,2329.702475877209,No,34,No,0,68.52066105521203,3494.5537138158134,2269.670992828223,1,0,1,2269.670992828223,7.7539249929130225,4456.233923603679,False,True,True,False,False,False,False,False,True,False,False
1029,47.0,Female,54.33023743308252,2442.517939969273,No,46,Yes,0,53.09821608628854,3663.776909953909,2499.190921921796,1,0,1,2499.190921921796,7.801194058598246,2951.7746995351213,True,False,True,False,False,True,False,False,True,False,False
1030,27.0,Male,52.34805427712973,839.049579919159,Yes,15,Yes,0,55.936638661277264,1258.5743698787385,785.220814156946,0,0,2,785.220814156946,6.733460913808813,2740.31878660132,False,False,True,False,True,False,False,True,False,False,False
1031,36.0,Female,61.63648077924088,539.4905231049293,No,8,Yes,1,67.43631538811616,809.2357846573939,493.091846233927,0,0,1,493.091846233927,6.292477103354649,3799.05576284973,False,False,False,False,False,False,False,False,False,False,False
1032,19.0,Male,48.335966336307976,959.1520399936956,No,20,Yes,1,47.957601999684776,1438.7280599905434,966.7193267261596,0,0,1,966.7193267261596,6.86709164691532,2336.3656416646977,False,False,True,False,False,False,True,True,False,False,False
1033,44.0,Male,63.61763820604193,2856.135396733384,No,44,No,0,64.9121681075769,4284.203095100076,2799.176081065845,1,0,1,2799.176081065845,7.95757479233409,4047.203890914846,False,True,True,False,False,False,True,False,True,False,False
1034,47.0,Male,90.30685572541992,67.94579925222743,No,1,No,1,67.94579925222743,101.91869887834116,90.30685572541992,0,0,1,90.30685572541992,4.233320677832609,8155.328191011809,False,False,True,False,False,True,False,False,False,False,False
1035,34.0,Male,20.0,96.74572009508832,No,8,Yes,0,12.09321501188604,145.11858014263248,160.0,0,0,0,160.0,4.582369413713449,400.0,False,False,False,True,True,False,False,False,False,False,False
1036,58.0,Male,28.28740453685575,133.7604642605633,No,3,Yes,1,44.58682142018777,200.64069639084497,84.86221361056725,0,0,0,84.86221361056725,4.9034988636241605,800.1772554317273,False,False,False,True,False,True,False,False,False,False,False
1037,25.0,Male,58.17908558546317,53.916939128490206,No,1,No,0,53.916939128490206,80.8754086927353,58.17908558546317,0,0,1,58.17908558546317,4.005821846070762,3384.8059995606486,False,False,True,False,False,False,True,False,False,False,False
1038,22.0,Female,48.97672787299612,1009.623587624856,No,20,No,0,50.4811793812428,1514.435381437284,979.5345574599224,0,0,1,979.5345574599224,6.918322832803969,2398.719873145515,False,False,True,False,False,True,False,True,False,False,False
1039,42.0,Male,38.10348290198358,1119.838367931527,No,27,No,1,41.47549510857508,1679.7575518972906,1028.7940383535567,0,0,1,1028.7940383535567,7.021832227066716,1451.8754092617553,True,False,True,False,True,False,False,False,True,False,False
1040,52.0,Male,96.25448138545325,830.1776288492642,No,9,Yes,1,92.24195876102937,1245.2664432738964,866.2903324690792,0,0,1,866.2903324690792,6.7228435251413785,9264.925186782566,False,False,True,False,False,False,False,False,False,False,False
1041,60.0,Male,32.94693227548377,552.9288734412253,Yes,17,Yes,0,32.52522784948384,829.3933101618379,560.097848683224,0,0,2,560.097848683224,6.317036291214723,1085.500346365314,False,False,False,False,False,True,False,True,False,False,False
1042,34.0,Female,61.2077988518764,1057.806506858908,No,16,Yes,0,66.11290667868175,1586.709760288362,979.3247816300224,0,0,1,979.3247816300224,6.964897615837376,3746.394640291762,False,False,False,False,False,False,False,True,False,False,False
1043,52.0,Female,35.00079459809926,1223.463602878139,No,34,No,0,35.98422361406291,1835.1954043172088,1190.0270163353748,0,0,1,1190.0270163353748,7.110258151881967,1225.0556224983345,True,False,False,False,True,False,False,False,True,False,False
1044,39.0,Male,69.76075876909732,1150.9437618644247,No,17,No,0,67.7025742273191,1726.415642796637,1185.9328990746544,0,0,1,1185.9328990746544,7.049206022238187,4866.563464040189,True,False,False,False,False,False,False,True,False,False,False
1045,37.0,Female,114.135654492302,2577.3691681459723,Yes,23,Yes,0,112.05952904982487,3866.0537522189584,2625.1200533229458,1,0,2,2625.1200533229458,7.854912372683058,13026.947626386136,False,False,True,False,False,False,True,True,False,False,False
1046,50.0,Male,20.0,333.59596799483273,No,18,Yes,0,18.533109333046266,500.3939519922491,360.0,0,0,0,360.0,5.812923738255471,400.0,True,False,False,True,False,True,False,True,False,False,False
1047,47.0,Female,33.72865348761779,502.73772056174073,No,16,Yes,0,31.4211075351088,754.106580842611,539.6584558018847,0,0,1,539.6584558018847,6.222055736907694,1137.6220660877918,False,False,False,False,False,True,False,True,False,False,False
1048,21.0,Male,27.73131863803225,1758.9404801705082,No,63,No,0,27.91969016143664,2638.4107202557625,1747.0730741960317,1,1,0,1747.0730741960317,7.473035269375415,769.0260334040748,False,True,False,True,False,True,False,False,False,True,False
1049,57.0,Female,57.69564385048722,580.8781638647522,Yes,10,Yes,1,58.08781638647522,871.3172457971283,576.9564385048723,0,0,2,576.9564385048723,6.3662610853781,3328.787319322264,False,False,False,False,False,False,False,False,False,False,False
1050,56.0,Female,61.65382782140287,1370.3460997846307,Yes,22,No,0,62.288459081119576,2055.519149676946,1356.3842120708632,0,0,2,1356.3842120708632,7.223548091018691,3801.1944850311907,True,False,False,False,False,False,False,True,False,False,False
1051,32.0,Female,58.52488899191248,3293.878032461022,No,57,Yes,0,57.78733390282495,4940.817048691533,3335.9186725390114,1,1,1,3335.9186725390114,8.100124430306439,3425.162631515679,False,True,True,False,True,False,False,False,False,True,False
1052,44.0,Male,109.75068322046737,3837.7322173400944,Yes,35,Yes,0,109.6494919240027,5756.598326010142,3841.2739127163577,1,0,2,3841.2739127163577,8.25289743933534,12045.212467359377,False,True,True,False,False,False,False,False,True,False,False
1053,45.0,Male,51.770742000346615,932.6298513091216,No,20,Yes,0,46.63149256545607,1398.9447769636822,1035.4148400069323,0,0,1,1035.4148400069323,6.8390800548711175,2680.2097272664532,False,False,False,False,False,True,False,True,False,False,False
1054,43.0,Male,31.74556134734721,642.1615428150125,No,20,No,1,32.10807714075062,963.2423142225186,634.9112269469442,0,0,1,634.9112269469442,6.466395925677694,1007.7806652581852,False,False,False,False,False,False,False,True,False,False,False
1055,33.0,Female,64.9370299991411,2526.379172215155,Yes,38,Yes,0,66.4836624267146,3789.5687583227327,2467.607139967362,1,0,2,2467.607139967362,7.834938144495798,4216.817865109351,True,False,True,False,False,False,False,False,True,False,False
1056,31.0,Female,31.94649655656751,312.1206632115011,No,12,Yes,0,26.01005526762509,468.1809948172517,383.3579586788101,0,0,1,383.3579586788101,5.746588621720067,1020.5786422387798,False,False,False,False,False,False,True,False,False,False,False
1057,39.0,Male,101.8188271710821,3689.649189691329,Yes,36,No,1,102.4902552692036,5534.473784536994,3665.477778158956,1,0,2,3665.477778158956,8.213557653725996,10367.073566494688,False,True,True,False,False,False,False,False,True,False,False
1058,54.0,Female,56.79337474399768,1048.5234025479276,No,19,Yes,0,55.18544223936461,1572.7851038218914,1079.074120135956,0,0,1,1079.074120135956,6.9560914377714145,3225.4874148121535,True,False,True,False,False,True,False,True,False,False,False
1059,46.0,Male,57.38725227116933,1589.5808690062404,Yes,27,No,1,58.87336551874965,2384.3713035093606,1549.455811321572,0,0,2,1549.455811321572,7.3718545549178485,3293.2967232348296,True,False,False,False,False,True,False,False,True,False,False
1060,35.0,Male,20.0,67.93237256061394,No,3,Yes,0,22.644124186871316,101.89855884092093,60.0,0,0,0,60.0,4.233125916160338,400.0,False,False,False,True,False,False,True,False,False,False,False
1061,49.0,Male,40.7691903535623,1651.002819775514,Yes,40,No,0,41.275070494387855,2476.504229663271,1630.767614142492,0,0,2,1630.767614142492,7.409743660965371,1662.1268820849973,True,False,False,False,False,True,False,False,True,False,False
1062,18.0,Male,31.794916374378985,1338.6276826616893,No,42,No,0,31.87208768242117,2007.9415239925336,1335.3864877239173,0,0,1,1335.3864877239173,7.2001470055779055,1010.916707253753,True,False,True,False,False,False,True,False,True,False,False
1063,53.0,Female,81.96349205981134,3017.1023044724257,No,36,Yes,0,83.80839734645627,4525.653456708638,2950.685714153208,1,0,1,2950.685714153208,8.012383536855461,6718.0140306387575,False,True,True,False,False,False,True,False,True,False,False
1064,19.0,Female,32.99181252629184,413.2722742002572,No,12,Yes,0,34.43935618335477,619.9084113003858,395.90175031550206,0,0,0,395.90175031550206,6.026523424807427,1088.459693769987,False,False,False,True,True,False,False,False,False,False,False
1065,35.0,Female,51.680648372696965,946.6611333811196,No,19,Yes,1,49.82427017795367,1419.9917000716796,981.9323190812423,0,0,1,981.9323190812423,6.853996984113701,2670.8894162223455,False,False,True,False,True,False,False,True,False,False,False
1066,26.0,Male,39.09541770002657,83.12658801610333,Yes,2,No,1,41.56329400805166,124.689882024155,78.19083540005315,0,0,2,78.19083540005315,4.432322664649767,1528.451685139551,False,False,True,False,True,False,False,False,False,False,False
1067,24.0,Female,62.04974064106744,43.60568849276497,Yes,1,No,0,43.60568849276497,65.40853273914746,62.04974064106744,0,0,2,62.04974064106744,3.797861395573716,3850.170313623736,False,False,False,False,True,False,False,False,False,False,False
1068,53.0,Male,37.07517301787498,712.548282665604,No,19,Yes,0,37.50254119292653,1068.822423998406,704.4282873396246,0,0,1,704.4282873396246,6.5702501047964,1374.568454305365,True,False,True,False,True,False,False,True,False,False,False
1069,34.0,Male,94.39065871896516,6020.01367239543,No,64,Yes,0,94.0627136311786,9030.020508593145,6041.00215801377,1,1,1,6041.00215801377,8.703010908246695,8909.596453400152,False,True,True,False,False,False,False,False,False,True,False
1070,44.0,Male,51.9120975409076,381.456243549945,No,8,Yes,1,47.68203044374313,572.1843653249175,415.2967803272608,0,0,1,415.2967803272608,5.946614250775019,2694.865871096705,False,False,True,False,True,False,False,False,False,False,False
1071,39.0,Male,20.0,1289.9636106374223,No,64,No,0,20.155681416209724,1934.9454159561333,1280.0,0,1,0,1280.0,7.163144203491538,400.0,False,True,False,True,False,False,False,False,False,True,False
1072,45.0,Male,53.72693631696937,325.15109933264387,No,6,Yes,0,54.19184988877398,487.7266489989658,322.3616179018162,0,0,1,322.3616179018162,5.787360768871543,2886.5836860076824,False,False,False,False,True,False,False,False,False,False,False
1073,40.0,Male,20.0,353.1977922522924,No,15,Yes,1,23.54651948348616,529.7966883784386,300.0,0,0,0,300.0,5.869855492275362,400.0,False,False,False,True,False,True,False,True,False,False,False
1074,24.0,Female,20.0,439.25220604335937,No,23,Yes,0,19.09792200188519,658.878309065039,460.0,0,0,0,460.0,6.087347758251573,400.0,False,False,False,True,False,False,False,True,False,False,False
1075,51.0,Female,77.07963865342013,902.9926101196965,Yes,13,Yes,1,69.46097000920741,1354.4889151795446,1002.0353024944617,0,0,2,1002.0353024944617,6.80682118571241,5941.270694941819,False,False,True,False,True,False,False,True,False,False,False
1076,34.0,Female,21.41775325666708,924.1876033701856,Yes,44,No,0,21.004263712958764,1386.2814050552786,942.3811432933516,0,0,2,942.3811432933516,6.8299965314026085,458.72015456347333,False,True,True,False,False,False,True,False,True,False,False
1077,21.0,Female,102.84838491856644,2181.3429302626328,No,22,Yes,0,99.1519513755742,3272.014395393949,2262.6644682084616,1,0,1,2262.6644682084616,7.688154317317597,10577.790280357605,False,False,True,False,False,True,False,True,False,False,False
1078,34.0,Male,20.43640132465738,490.8208291719485,No,23,No,0,21.34003605095428,736.2312437579228,470.0372304671197,0,0,0,470.0372304671197,6.198114481817214,417.6464991024578,True,False,False,True,False,False,True,True,False,False,False
1079,,Male,30.60550981394708,314.17673116387266,Yes,13,Yes,0,24.167440858759434,471.265096745809,397.87162758131205,0,0,2,397.87162758131205,5.753133532809071,936.697230971611,False,False,False,False,False,False,False,True,False,False,False
1080,50.0,Female,49.65509261426317,3029.197188963612,Yes,62,Yes,0,48.85801917683244,4543.795783445417,3078.6157420843165,1,1,2,3078.6157420843165,8.016382975251755,2465.6282225310524,False,True,True,False,False,False,False,False,False,True,False
1081,35.0,Female,89.83292756521604,2048.040611086226,Yes,23,Yes,1,89.0452439602707,3072.060916629339,2066.157333999969,1,0,2,2066.157333999969,7.625126967996721,8069.954874937352,False,False,True,False,False,False,True,True,False,False,False
1082,35.0,Female,26.010529350741034,545.3870585513959,No,18,Yes,0,30.299281030633104,818.0805878270937,468.1895283133386,0,0,0,468.1895283133386,6.303327623040868,676.5476371057608,False,False,False,True,False,True,False,True,False,False,False
1083,36.0,Female,97.73561314570422,1314.6540782541133,No,14,Yes,0,93.90386273243666,1971.98111738117,1368.2985840398592,0,0,1,1368.2985840398592,7.182089218862401,9552.250076966751,False,False,True,False,True,False,False,True,False,False,False
1084,64.0,Female,56.345143103915305,620.4168233003977,Yes,11,Yes,0,56.40152939094525,930.6252349505966,619.7965741430684,0,0,2,619.7965741430684,6.432002069814871,3174.7751514006945,False,False,True,False,False,False,False,False,False,False,False
1085,44.0,Female,54.44875755726204,791.2814346495314,No,14,Yes,0,56.52010247496653,1186.922151974297,762.2826058016685,0,0,1,762.2826058016685,6.6749166754734235,2964.6671995295,False,False,False,False,False,True,False,True,False,False,False
1086,45.0,Female,78.53135823567355,3215.457357087977,No,40,No,0,80.38643392719942,4823.186035631966,3141.254329426942,1,0,1,3141.254329426942,8.076035833212412,6167.174226339692,False,True,True,False,True,False,False,False,True,False,False
1087,52.0,Female,60.429012503783554,2153.905175218495,Yes,35,No,0,61.54014786338557,3230.8577628277426,2115.0154376324244,1,0,2,2115.0154376324244,7.675501999350926,3651.665552182429,True,False,False,False,False,True,False,False,True,False,False
1088,42.0,Male,31.27281123432069,1461.9718531260546,No,45,No,0,32.488263402801216,2192.9577796890817,1407.276505544431,0,0,0,1407.276505544431,7.2882251616867615,977.9887224974544,True,False,False,True,False,True,False,False,True,False,False
1089,36.0,Male,55.654721883113055,1100.655068721725,No,19,No,1,57.929214143248686,1650.9826030825875,1057.439715779148,0,0,1,1057.439715779148,7.004568935926913,3097.448067886663,False,False,True,False,True,False,False,True,False,False,False
1090,37.0,Male,67.71659464479039,1023.0093657468392,No,16,Yes,0,63.93808535917746,1534.514048620259,1083.4655143166462,0,0,1,1083.4655143166462,6.931480951794774,4585.537190286855,False,False,True,False,True,False,False,True,False,False,False
1091,39.0,Male,57.7970050883971,1289.5187171605885,No,22,Yes,0,58.61448714366311,1934.2780757408827,1271.5341119447362,0,0,1,1271.5341119447362,7.1627995228586725,3340.4937971882005,False,False,True,False,False,False,True,True,False,False,False
1092,39.0,Female,68.94776253287249,2317.709211193403,Yes,33,No,0,70.23361246040615,3476.5638167901043,2275.276163584792,1,0,2,2275.276163584792,7.748765935341036,4753.793958289375,False,True,True,False,False,True,False,False,True,False,False
1093,48.0,Male,60.47649173094463,1826.9462291755824,Yes,31,No,0,58.9337493282446,2740.419343763374,1874.7712436592835,1,0,2,1874.7712436592835,7.510948336469637,3657.4060520830144,False,True,False,False,False,True,False,False,True,False,False
1094,40.0,Female,25.189467496089463,1079.348575991735,No,44,Yes,0,24.53064945435761,1619.0228639876027,1108.3365698279363,0,0,1,1108.3365698279363,6.985039023591801,634.5092727365476,False,True,False,False,True,False,False,False,True,False,False
1095,48.0,Male,66.64057354188928,3958.274797757004,No,60,Yes,0,65.9712466292834,5937.412196635507,3998.434412513357,1,1,1,3998.434412513357,8.283816155598291,4440.966041991954,False,True,False,False,True,False,False,False,False,True,False
1096,39.0,Female,47.21635751472501,369.1456519014767,Yes,7,Yes,0,52.73509312878239,553.7184778522151,330.5145026030751,0,0,2,330.5145026030751,5.91389658196472,2229.384416958329,False,False,True,False,False,False,True,False,False,False,False
1097,,Female,45.38944520454153,586.5987316425833,No,13,Yes,0,45.12297935712179,879.8980974638749,590.0627876590399,0,0,1,590.0627876590399,6.376044285758562,2060.201735976078,False,False,False,False,False,True,False,True,False,False,False
1098,18.0,Male,94.87883849932248,1502.0191212724048,No,16,Yes,0,93.8761950795253,2253.0286819086077,1518.0614159891597,0,0,1,1518.0614159891597,7.315231111742845,9001.993994980518,False,False,True,False,False,True,False,True,False,False,False
1099,50.0,Male,76.5601943596681,318.7174759656912,Yes,5,Yes,0,63.74349519313823,478.0762139485368,382.8009717983405,0,0,2,382.8009717983405,5.767437718211741,5861.463360390156,False,False,True,False,True,False,False,False,False,False,False
1100,44.0,Female,76.79059896527319,1225.2798707846814,No,16,Yes,1,76.57999192404259,1837.919806177022,1228.649583444371,0,0,1,1228.649583444371,7.111740370040322,5896.796089445416,False,False,True,False,False,True,False,True,False,False,False
1101,51.0,Female,32.29060932057334,455.9797220593626,Yes,15,Yes,0,30.39864813729084,683.9695830890439,484.35913980860005,0,0,2,484.35913980860005,6.124639018048393,1042.6834502938977,False,False,False,False,False,False,True,True,False,False,False
1102,18.0,Female,34.33871096264239,698.9411975160558,No,20,No,0,34.94705987580279,1048.4117962740838,686.7742192528477,0,0,1,686.7742192528477,6.550996327966417,1179.1470705758966,True,False,False,False,False,False,False,True,False,False,False
1103,65.0,Male,64.11884595003379,2828.199707819248,Yes,45,No,0,62.84888239598329,4242.2995617288725,2885.3480677515204,1,0,2,2885.3480677515204,7.947749161888554,4111.226405964164,False,True,False,False,False,True,False,False,True,False,False
1104,38.0,Male,58.217129090312206,1464.3235402331152,No,25,Yes,0,58.57294160932461,2196.4853103496725,1455.4282272578052,0,0,1,1455.4282272578052,7.289831343643658,3389.2341195180757,True,False,True,False,False,True,False,False,True,False,False
1105,53.0,Female,42.57632190050226,1638.5290155946468,Yes,39,No,0,42.01356450242684,2457.79352339197,1660.476554119588,0,0,2,1660.476554119588,7.4021642939595385,1812.7431865751882,False,True,False,False,False,False,True,False,True,False,False
1106,27.0,Male,89.27902502109424,919.6044289452794,No,11,Yes,1,83.60040263138904,1379.4066434179192,982.0692752320367,0,0,1,982.0692752320367,6.825030442304959,7970.744308717171,False,False,True,False,False,False,False,False,False,False,False
1107,47.0,Female,49.00172909260945,913.6703799582816,Yes,20,Yes,0,45.683518997914085,1370.5055699374225,980.034581852189,0,0,2,980.034581852189,6.818563759890579,2401.1694540654876,False,False,True,False,True,False,False,True,False,False,False
1108,27.0,Male,54.03852699329387,1346.150682424506,No,26,No,0,51.77502624709639,2019.2260236367588,1405.0017018256406,0,0,1,1405.0017018256406,7.205747035353998,2920.16239960495,True,False,False,False,False,False,True,False,True,False,False
1109,32.0,Male,70.85814652335382,839.9778054082188,Yes,12,No,0,69.9981504506849,1259.9667081123282,850.297758280246,0,0,2,850.297758280246,6.734565268909153,5020.87692872508,False,False,True,False,False,True,False,False,False,False,False
1110,62.0,Male,69.94628548273515,635.5663410627914,Yes,9,Yes,1,70.61848234031015,953.3495115941872,629.5165693446163,0,0,2,629.5165693446163,6.456088640473088,4892.482852832286,False,False,True,False,False,False,True,False,False,False,False
1111,37.0,Male,59.631287362449925,73.12246898130898,Yes,1,No,1,73.12246898130898,109.68370347196348,59.631287362449925,0,0,2,59.631287362449925,4.305718711457476,3555.8904325030803,False,False,True,False,False,True,False,False,False,False,False
1112,42.0,Male,41.30217227805007,139.2841627205726,Yes,3,Yes,0,46.42805424019087,208.9262440808589,123.90651683415021,0,0,2,123.90651683415021,4.943670099201339,1705.869434885728,False,False,False,False,False,True,False,False,False,False,False
1113,50.0,Female,33.82453754307702,367.9682874679643,No,12,Yes,1,30.66402395566369,551.9524312019464,405.8944505169243,0,0,1,405.8944505169243,5.910710698526082,1144.0993400030268,False,False,False,False,False,False,False,False,False,False,False
1114,45.0,Female,57.2399753906196,1197.7196532171508,No,20,Yes,1,59.88598266085754,1796.579479825726,1144.799507812392,0,0,1,1144.799507812392,7.089009310521339,3276.414782718737,False,False,False,False,True,False,False,True,False,False,False
1115,41.0,Male,56.63701616966527,714.1699339052409,No,13,Yes,0,54.93614876194161,1071.2549008578612,736.2812102056486,0,0,1,736.2812102056486,6.572520184252555,3207.7516006029255,False,False,True,False,True,False,False,True,False,False,False
1116,44.0,Female,89.37489242334503,1541.880659199852,No,17,No,0,90.69886230587365,2312.820988799778,1519.3731711968655,0,0,1,1519.3731711968655,7.341406506014817,7987.871395684497,True,False,True,False,False,False,False,True,False,False,False
1117,68.0,Female,65.50889916818694,646.8812200071785,Yes,10,Yes,1,64.68812200071785,970.3218300107678,655.0889916818694,0,0,2,655.0889916818694,6.473707377092268,4291.415870227684,False,False,True,False,False,False,False,False,False,False,False
1118,39.0,Male,20.0,218.7810615851521,No,10,No,1,21.87810615851521,328.17159237772813,200.0,0,0,0,200.0,5.392631876224384,400.0,False,False,False,True,True,False,False,False,False,False,False
1119,42.0,Female,46.43279176777369,732.2082649771334,Yes,16,Yes,1,45.76301656107084,1098.3123974657,742.9246682843791,0,0,2,742.9246682843791,6.59742978837492,2156.0041513494325,False,False,False,False,False,False,False,True,False,False,False
1120,52.0,Male,43.83714201295288,63.5188858416812,No,1,Yes,1,63.5188858416812,95.2783287625218,43.83714201295288,0,0,1,43.83714201295288,4.166957984690071,1921.6950198637985,False,False,False,False,False,False,False,False,False,False,False
1121,53.0,Female,90.18206823456106,2434.5463988391325,No,27,Yes,0,90.16838514219008,3651.8195982586985,2434.9158423331487,1,0,1,2434.9158423331487,7.797926404117944,8132.805431063027,True,False,True,False,False,False,True,False,True,False,False
1122,54.0,Female,44.46499716122702,2130.5468951102043,No,47,No,0,45.330785002344776,3195.8203426653063,2089.85486657767,1,0,1,2089.85486657767,7.664603236953256,1977.1359725479267,True,False,False,False,False,True,False,False,True,False,False
1123,47.0,Female,45.85684428199511,738.6321006333569,No,17,No,0,43.44894709607982,1107.9481509500354,779.5663527939168,0,0,1,779.5663527939168,6.606152901266283,2102.8501675031475,True,False,False,False,False,False,True,True,False,False,False
1124,26.0,Female,98.2309341098487,1777.8931812925964,Yes,19,Yes,0,93.57332533118928,2666.8397719388945,1866.3877480871254,1,0,2,1866.3877480871254,7.48374664162061,9649.316416093438,False,False,True,False,True,False,False,True,False,False,False
1125,59.0,Female,57.62400982195023,,Yes,42,No,0,56.4652509892906,3557.310812325308,2420.20841252191,0,0,2,2420.20841252191,,3320.526507960217,True,False,False,False,False,False,False,False,True,False,False
1126,26.0,Female,103.25412032006992,1395.7494849228108,No,13,No,0,107.36534499406235,2093.6242273842163,1342.303564160909,0,0,1,1342.303564160909,7.2419030195708425,10661.413363071475,True,False,True,False,False,True,False,True,False,False,False
1127,43.0,Female,68.88567506095858,1232.2142101028674,No,18,No,0,68.45634500571485,1848.321315154301,1239.9421510972543,0,0,1,1239.9421510972543,7.1173792188963585,4745.236228603971,False,False,False,False,False,False,False,True,False,False,False
1128,30.0,Male,52.25674823274291,527.1705971047571,Yes,10,Yes,1,52.71705971047571,790.7558956571356,522.567482327429,0,0,2,522.567482327429,6.269419332097702,2730.767735860279,False,False,True,False,False,False,True,False,False,False,False
1129,39.0,Male,89.79901708800216,306.5142376496893,No,4,Yes,0,76.62855941242232,459.771356474534,359.19606835200864,0,0,1,359.19606835200864,5.728521387474503,8063.863469971304,False,False,True,False,True,False,False,False,False,False,False
1130,43.0,Male,72.87954938111886,877.8322788309403,No,12,Yes,0,73.15268990257836,1316.7484182464104,874.5545925734264,0,0,1,874.5545925734264,6.778594070412759,5311.428717994943,True,False,False,False,False,True,False,False,False,False,False
1131,43.0,Male,35.3281313232342,902.7189135236885,No,27,No,0,33.43403383421068,1354.0783702855326,953.8595457273235,0,0,0,953.8595457273235,6.80651837567384,1248.0768627916816,True,False,False,True,False,False,False,False,True,False,False
1132,45.0,Female,89.76191967153375,1123.1158919773009,No,13,No,1,86.39353015210007,1684.6738379659514,1166.9049557299386,0,0,1,1166.9049557299386,7.024752131879873,8057.202223118877,False,False,True,False,False,False,False,True,False,False,False
1133,59.0,Female,29.67522994909176,365.65380519699886,No,13,No,0,28.12721578438453,548.4807077954983,385.7779893381929,0,0,0,385.7779893381929,5.904418092767692,880.6192725314726,True,False,False,True,True,False,False,True,False,False,False
1134,45.0,Female,45.46008434486676,931.4565497894424,No,20,Yes,1,46.57282748947212,1397.1848246841637,909.2016868973351,0,0,1,909.2016868973351,6.837822555032309,2066.6192686423997,False,False,False,False,False,False,False,True,False,False,False
1135,37.0,Male,53.25235831300851,240.60181228415956,Yes,4,Yes,0,60.15045307103989,360.9027184262393,213.00943325203403,0,0,2,213.00943325203403,5.487290967208684,2835.813665897046,False,False,True,False,True,False,False,False,False,False,False
1136,51.0,Male,62.95565362205086,1539.8879318261124,No,24,No,0,64.16199715942135,2309.8318977391687,1510.9356869292205,0,0,1,1510.9356869292205,7.340114108357672,3963.4143229796455,False,True,True,False,False,True,False,True,False,False,False
1137,54.0,Male,36.70421997134474,2196.2574324711554,No,62,Yes,0,35.42350697534122,3294.3861487067334,2275.661638223374,1,1,1,2275.661638223374,7.6949652400632935,1347.199763704862,False,True,True,False,False,True,False,False,False,True,False
1138,25.0,Female,96.8559063084341,,No,23,Yes,0,96.84141826410745,3341.0289301117077,2227.6858450939844,0,0,1,2227.6858450939844,,9381.066586828165,False,False,True,False,False,True,False,True,False,False,False
1139,47.0,Male,,697.8364572589664,Yes,11,Yes,0,63.43967793263332,1046.7546858884498,,0,0,2,,6.5494167481339565,,False,False,True,False,False,False,False,False,False,False,False
1140,48.0,Female,32.9133072906496,252.5239521024232,No,10,No,0,25.25239521024232,378.7859281536348,329.13307290649595,0,0,0,329.13307290649595,5.53545830417889,1083.285796808728,False,False,False,True,False,False,True,False,False,False,False
1141,36.0,Male,45.37000845556801,46.16919679167793,No,1,Yes,0,46.16919679167793,69.2537951875169,45.37000845556801,0,0,1,45.37000845556801,3.853741069202877,2058.437667258313,False,False,True,False,False,True,False,False,False,False,False
