CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
888,35.0,Male,One year,53.23318452514928,2421.2065832524604,No,DSL,45,No,Bank transfer (automatic),No,53.80459073894357,3631.8098748786906
889,47.0,Female,Month-to-month,27.71522530876119,503.65766100137625,No,No,19,Yes,Credit card (automatic),No,26.508297947440855,755.4864915020644
890,53.0,Male,Two year,49.873795010429525,2590.447363934742,No,DSL,50,Yes,Electronic check,No,51.80894727869484,3885.6710459021133
891,49.0,Male,Two year,45.533965266781536,1369.7504202112045,No,DSL,32,No,Electronic check,No,42.80470063160014,2054.6256303168066
892,46.0,Male,Month-to-month,84.52255042700747,425.5209470836505,No,Fiber optic,5,Yes,Electronic check,No,85.10418941673011,638.2814206254758
893,52.0,Male,Month-to-month,107.82910230538442,528.2165013225258,Yes,Fiber optic,5,Yes,Credit card (automatic),No,105.64330026450516,792.3247519837887
894,54.0,Male,Month-to-month,76.01173849278263,1416.6879872645072,No,Fiber optic,19,Yes,Electronic check,Yes,74.56252564550039,2125.0319808967606
895,56.0,Female,Month-to-month,59.67879646939305,203.83204357691923,No,Fiber optic,4,Yes,Electronic check,No,50.95801089422981,305.74806536537886
896,47.0,Female,One year,20.0,539.6520058543821,No,No,27,Yes,Electronic check,No,19.987111327940077,809.4780087815732
897,37.0,Male,Month-to-month,87.79561468468061,603.292911426678,Yes,DSL,7,Yes,Bank transfer (automatic),No,86.18470163238257,904.9393671400169
898,41.0,Female,One year,21.34907116338128,599.5292373824292,No,No,29,No,Credit card (automatic),Yes,20.673421978704454,899.2938560736438
899,54.0,Female,One year,58.11172602844054,1794.6392511606286,Yes,Fiber optic,32,No,Credit card (automatic),No,56.082476598769645,2691.958876740943
900,30.0,Male,One year,47.0986416703492,1897.2373592641416,No,Fiber optic,42,No,Bank transfer (automatic),No,45.172318077717655,2845.8560388962123
901,44.0,Male,One year,33.481978117747886,387.35791365319636,No,Fiber optic,12,No,Credit card (automatic),No,32.279826137766364,581.0368704797945
902,35.0,Female,Month-to-month,77.2716854769238,211.7102512059449,No,Fiber optic,3,Yes,Electronic check,No,70.57008373531497,317.56537680891734
903,40.0,Female,Month-to-month,59.81962989236756,1246.3603847258773,Yes,DSL,21,Yes,Credit card (automatic),Yes,59.350494510756064,1869.540577088816
904,55.0,Female,One year,44.0495573005219,831.5104988154405,Yes,DSL,19,No,Mailed check,No,43.763710463970554,1247.2657482231607
905,42.0,Female,Month-to-month,20.0,0.0,No,No,1,Yes,Mailed check,No,0.0,0.0
906,40.0,Male,Month-to-month,46.590765814227524,315.51498950868233,No,Fiber optic,7,Yes,Electronic check,Yes,45.07356992981176,473.2724842630235
907,23.0,Female,Two year,72.65856929655003,2137.080663491326,Yes,Fiber optic,30,Yes,Electronic check,No,71.23602211637754,3205.620995236989
908,48.0,Male,One year,79.62990641134249,1589.1655122736715,No,Fiber optic,19,No,Electronic check,No,83.64029011966693,2383.748268410507
909,47.0,Male,Month-to-month,59.29671465664725,1086.6505710687993,Yes,Fiber optic,19,No,Electronic check,No,57.19213531941049,1629.975856603199
910,65.0,Female,One year,75.3567900437876,2091.441085752786,No,DSL,28,Yes,Mailed check,No,74.69432449117093,3137.161628629179
911,36.0,Female,One year,53.25787346506176,1135.4837767756646,Yes,Fiber optic,22,Yes,Electronic check,No,51.612898944348395,1703.225665163497
912,42.0,Female,Month-to-month,75.66953208037964,1098.0139041954494,No,Fiber optic,15,Yes,Electronic check,No,73.2009269463633,1647.0208562931741
913,42.0,Male,Month-to-month,62.72475829556908,565.7549029920191,No,DSL,9,Yes,Credit card (automatic),No,62.86165588800212,848.6323544880286
914,58.0,Male,Two year,20.0,674.8882895058493,No,No,34,Yes,Credit card (automatic),No,19.84965557370145,1012.332434258774
915,38.0,Male,Month-to-month,47.17284771658263,260.0640667807353,No,DSL,6,Yes,Credit card (automatic),Yes,43.344011130122546,390.09610017110293
916,43.0,Male,Month-to-month,41.42267699100675,358.63029334134524,Yes,Fiber optic,9,No,Bank transfer (automatic),No,39.84781037126058,537.9454400120178
917,47.0,Female,Month-to-month,70.36012243574424,1230.4915262937327,Yes,DSL,18,No,Bank transfer (automatic),No,68.36064034965182,1845.737289440599
918,42.0,Male,One year,66.60213596664808,885.914049452733,Yes,Fiber optic,13,Yes,Credit card (automatic),No,68.14723457328715,1328.8710741790997
919,34.0,Male,Month-to-month,80.7473084986965,425.7488711243217,No,Fiber optic,4,No,Bank transfer (automatic),Yes,106.43721778108042,638.6233066864825
920,42.0,Female,Month-to-month,83.45440975720281,1458.4373117679897,No,Fiber optic,18,Yes,Electronic check,No,81.02429509822166,2187.6559676519846
921,52.0,Male,Month-to-month,57.434030159644934,77.13219134637517,No,Fiber optic,1,Yes,Electronic check,Yes,77.13219134637517,115.69828701956274
922,27.0,Male,Two year,47.037070935631775,1601.5078596625158,Yes,DSL,34,No,Electronic check,No,47.10317234301517,2402.261789493774
923,41.0,Female,Month-to-month,96.68964701487008,323.50042895123977,No,Fiber optic,3,Yes,Credit card (automatic),Yes,107.83347631707993,485.25064342685965
924,31.0,Male,One year,47.6560466851911,797.3363949878612,No,Fiber optic,16,No,Bank transfer (automatic),No,49.83352468674133,1196.0045924817919
925,54.0,Male,Two year,41.27918074757257,1826.554587754126,No,No,44,Yes,Mailed check,No,41.51260426713923,2739.831881631189
926,,Male,Month-to-month,55.10254429447452,1210.2649456726845,No,Fiber optic,22,Yes,Electronic check,Yes,55.01204298512202,1815.3974185090267
927,33.0,Male,Two year,32.30723815039232,1916.711779041117,No,DSL,60,No,Electronic check,No,31.94519631735195,2875.0676685616754
928,44.0,Female,Two year,51.98463531032802,1729.2295828957208,Yes,DSL,34,No,Bank transfer (automatic),No,50.859693614580024,2593.844374343581
929,58.0,Male,Two year,42.08348264339871,2814.7510540601243,No,No,67,No,Mailed check,No,42.011209762091404,4222.126581090186
930,39.0,Female,Month-to-month,31.780681288155897,634.9455467685458,No,Fiber optic,22,Yes,Mailed check,No,28.86116121675208,952.4183201528188
931,33.0,Male,One year,47.88476422265462,1119.5415418378375,No,DSL,24,Yes,Electronic check,Yes,46.64756424324323,1679.3123127567562
932,62.0,Female,One year,79.52530034513111,1168.6968860554641,No,Fiber optic,14,No,Bank transfer (automatic),No,83.47834900396172,1753.045329083196
933,22.0,Female,Two year,70.67299917071063,2549.1535811995673,No,Fiber optic,36,No,Credit card (automatic),No,70.80982169998798,3823.730371799351
934,18.0,Female,Month-to-month,23.819216700030097,568.6559883474396,No,No,22,No,Credit card (automatic),Yes,25.847999470338163,852.9839825211593
935,45.0,Male,One year,20.0,513.4821943329212,No,No,22,No,Electronic check,No,23.340099742405506,770.2232914993817
936,33.0,Male,Month-to-month,20.0,211.14852720425915,No,No,11,Yes,Mailed check,Yes,19.19532065493265,316.72279080638873
937,27.0,Male,Month-to-month,20.0,430.36629170968206,No,No,21,Yes,Electronic check,Yes,20.49363293855629,645.549437564523
938,48.0,Female,Month-to-month,20.0,384.9077052923622,No,No,20,Yes,Mailed check,No,19.24538526461811,577.3615579385433
939,42.0,Male,One year,49.329703978397156,1537.9202392849286,Yes,DSL,32,No,Bank transfer (automatic),No,48.06000747765402,2306.880358927393
940,33.0,Male,Month-to-month,62.22509412656997,387.92724591936957,No,Fiber optic,7,Yes,Electronic check,No,55.41817798848137,581.8908688790543
941,24.0,Male,Month-to-month,60.59909629690263,1072.3421556771693,Yes,Fiber optic,17,No,Bank transfer (automatic),No,63.078950333951134,1608.513233515754
942,50.0,Male,Two year,23.20506412598638,1657.9909169693153,No,No,71,No,Mailed check,No,23.351984746046696,2486.986375453973
943,47.0,Female,Month-to-month,33.58681013601392,562.5454955082475,Yes,Fiber optic,14,Yes,Credit card (automatic),No,40.18182110773197,843.8182432623713
944,38.0,Female,One year,46.563648449252696,2097.403132413313,No,DSL,44,Yes,Electronic check,No,47.668253009393474,3146.1046986199694
945,62.0,Male,Month-to-month,116.34707531229722,1243.257178958451,No,Fiber optic,11,Yes,Electronic check,Yes,113.02337990531373,1864.8857684376767
946,27.0,Male,Month-to-month,48.2778062734875,669.628590566676,Yes,Fiber optic,13,No,Bank transfer (automatic),Yes,51.509891582052006,1004.4428858500141
947,21.0,Male,One year,69.2825074472662,816.1363124120816,Yes,DSL,12,No,Bank transfer (automatic),No,68.01135936767346,1224.2044686181223
948,31.0,Female,Two year,71.09312241825397,4113.150963296926,No,Fiber optic,57,No,Bank transfer (automatic),No,72.16054321573556,6169.72644494539
949,39.0,Male,Month-to-month,57.94084382237163,497.15090053919374,Yes,Fiber optic,9,Yes,Credit card (automatic),Yes,55.2389889487993,745.7263508087906
950,42.0,Female,One year,43.58716680940387,993.4707054135592,No,Fiber optic,24,Yes,Mailed check,Yes,41.39461272556497,1490.2060581203389
951,37.0,Female,Month-to-month,72.79363930570464,324.18044267545275,Yes,Fiber optic,5,Yes,Mailed check,Yes,64.83608853509055,486.27066401317916
952,44.0,Male,Month-to-month,71.80095658722014,608.9753641642357,Yes,DSL,9,Yes,Credit card (automatic),No,67.66392935158174,913.4630462463535
953,24.0,Male,Month-to-month,20.0,217.9874117690668,No,No,13,Yes,Mailed check,Yes,16.76826244377437,326.9811176536002
954,57.0,Male,Month-to-month,68.38077150526453,313.2734437460673,No,Fiber optic,5,No,Mailed check,Yes,62.65468874921346,469.91016561910095
955,39.0,Female,Month-to-month,65.15556275285498,1020.1680348090865,No,DSL,15,Yes,Bank transfer (automatic),Yes,68.01120232060576,1530.2520522136297
956,53.0,Female,Month-to-month,76.81741582692561,627.5241212017885,No,Fiber optic,7,No,Bank transfer (automatic),Yes,89.64630302882692,941.2861818026827
957,44.0,Male,Month-to-month,38.55448440550843,473.2533058994428,No,Fiber optic,14,Yes,Electronic check,No,33.803807564245915,709.8799588491643
958,45.0,Female,Month-to-month,51.48330823782776,886.9085839469016,Yes,DSL,16,Yes,Electronic check,No,55.43178649668135,1330.3628759203523
959,46.0,Male,Month-to-month,100.24469821331196,577.5830034811504,No,Fiber optic,6,Yes,Mailed check,Yes,96.26383391352506,866.3745052217256
960,45.0,Male,One year,69.26117627065004,3134.1470587393633,No,Fiber optic,45,No,Electronic check,No,69.6477124164303,4701.220588109045
961,47.0,Female,Two year,20.0,697.2926984713351,No,Fiber optic,39,No,Credit card (automatic),No,17.879299960803465,1045.9390477070028
962,55.0,Female,One year,77.76429983182146,3681.1238429628515,No,Fiber optic,47,No,Electronic check,No,78.32178389282663,5521.685764444277
963,42.0,Female,Month-to-month,66.03087120911928,824.1665770868669,Yes,Fiber optic,14,Yes,Electronic check,Yes,58.869041220490494,1236.2498656303005
964,48.0,Female,Two year,22.56358379118175,670.0406835597789,Yes,DSL,29,No,Bank transfer (automatic),No,23.104851157233757,1005.0610253396684
965,38.0,Male,One year,20.0,392.8628023514668,No,No,19,No,Bank transfer (automatic),No,20.676989597445623,589.2942035272002
966,57.0,Male,Month-to-month,64.62660714933213,203.43020316276977,No,DSL,3,Yes,Bank transfer (automatic),No,67.81006772092326,305.14530474415466
967,31.0,Male,Month-to-month,55.3523450880984,184.66387282074714,Yes,Fiber optic,4,Yes,Mailed check,No,46.165968205186786,276.9958092311207
968,61.0,Female,One year,36.38755428896012,1592.1411681467673,No,DSL,43,Yes,Credit card (automatic),No,37.02653879411087,2388.211752220151
969,39.0,Male,One year,49.465421586024966,613.1391345031354,Yes,DSL,12,Yes,Mailed check,No,51.094927875261284,919.7087017547032
970,22.0,Female,One year,57.11594003360123,2559.719662329999,No,Fiber optic,45,Yes,Mailed check,No,56.88265916288887,3839.579493494999
971,41.0,Female,One year,51.500729416666175,1063.6071036920832,Yes,DSL,20,No,Credit card (automatic),No,53.18035518460416,1595.410655538125
972,31.0,Female,One year,65.9455994112666,1511.9685791308564,Yes,Fiber optic,23,Yes,Electronic check,No,65.73776431003724,2267.9528686962844
973,50.0,Male,Two year,32.00006629859536,1082.4410457990848,No,DSL,33,No,Credit card (automatic),No,32.80124381209348,1623.6615686986272
974,32.0,Female,Month-to-month,59.776044028772304,591.4664739180184,No,Fiber optic,10,Yes,Mailed check,No,59.14664739180184,887.1997108770277
975,34.0,Female,Month-to-month,78.85506642618209,1430.2262952267547,No,Fiber optic,18,No,Credit card (automatic),Yes,79.45701640148637,2145.339442840132
976,18.0,Female,Two year,50.62877060357938,3420.863777493582,Yes,DSL,67,Yes,Electronic check,No,51.05766832079973,5131.295666240373
977,34.0,Female,Month-to-month,20.0,420.1043713190983,No,No,22,Yes,Credit card (automatic),Yes,19.095653241777196,630.1565569786474
978,18.0,Female,One year,79.06076361769077,2626.3741336887765,No,DSL,34,Yes,Bank transfer (automatic),No,77.2462980496699,3939.561200533165
979,20.0,Female,Two year,60.96556288078303,1781.8052738201156,No,DSL,29,Yes,Bank transfer (automatic),No,61.44156116621088,2672.7079107301734
980,49.0,Female,One year,87.04882529642686,3106.1784543055865,No,Fiber optic,35,Yes,Mailed check,No,88.74795583730247,4659.267681458379
981,49.0,Female,One year,66.6806318441015,2348.779663191425,Yes,Fiber optic,35,No,Credit card (automatic),No,67.10799037689785,3523.1694947871374
982,45.0,Female,Month-to-month,74.4029038070255,1578.3680956823541,No,Fiber optic,21,Yes,Mailed check,No,75.16038550868353,2367.5521435235314
983,28.0,Female,Month-to-month,43.53350015711461,433.2261962463141,No,DSL,10,Yes,Mailed check,Yes,43.32261962463141,649.8392943694712
984,39.0,Female,Month-to-month,85.55099531048256,1320.2208622958985,No,Fiber optic,15,Yes,Bank transfer (automatic),Yes,88.0147241530599,1980.3312934438477
985,39.0,Female,One year,67.79200191801912,2770.1753078318875,Yes,Fiber optic,41,No,Electronic check,No,67.56525141053385,4155.2629617478315
986,26.0,Male,One year,53.33566623395835,2377.4100414717827,No,DSL,45,No,Electronic check,No,52.83133425492851,3566.115062207674
987,58.0,Male,One year,73.21222604310336,2178.4194678937406,Yes,Fiber optic,29,No,Bank transfer (automatic),No,75.11791268599106,3267.629201840611
988,50.0,Female,Month-to-month,69.6366623718909,809.1130325480568,No,Fiber optic,12,Yes,Electronic check,Yes,67.4260860456714,1213.6695488220853
989,37.0,Female,Month-to-month,120.0,404.4735473225875,No,Fiber optic,3,No,Credit card (automatic),Yes,134.82451577419582,606.7103209838813
990,40.0,Female,One year,40.00071083757916,775.3095681743104,No,DSL,18,No,Bank transfer (automatic),No,43.072753787461686,1162.9643522614656
991,42.0,Male,Month-to-month,56.48576939682616,536.7127711745385,No,Fiber optic,9,Yes,Mailed check,No,59.6347523527265,805.0691567618078
992,18.0,Male,Month-to-month,60.41145120217635,420.8298336387792,Yes,DSL,8,Yes,Electronic check,Yes,52.6037292048474,631.2447504581687
993,37.0,Male,One year,58.09662001849642,2092.836066126996,No,Fiber optic,36,No,Bank transfer (automatic),No,58.134335170194326,3139.2540991904934
994,31.0,Female,One year,64.17187277302213,1080.8218372884453,No,Fiber optic,17,No,Credit card (automatic),No,63.57775513461443,1621.232755932668
995,27.0,Female,Month-to-month,48.27178093288764,23.47181816612197,No,Fiber optic,1,Yes,Mailed check,Yes,23.47181816612197,35.20772724918295
996,36.0,Female,Two year,79.83115838805173,5515.487508142891,No,Fiber optic,69,Yes,Mailed check,Yes,79.93460156728827,8273.231262214336
997,61.0,Female,Month-to-month,25.042572444841515,439.14147649234167,No,No,16,Yes,Electronic check,Yes,27.446342280771354,658.7122147385126
998,47.0,Male,Two year,63.69615880153111,4499.499641902149,No,Fiber optic,71,No,Bank transfer (automatic),No,63.37323439298802,6749.249462853224
999,33.0,Female,Month-to-month,84.29633376960145,328.6162013647221,No,Fiber optic,4,Yes,Bank transfer (automatic),Yes,82.15405034118052,492.92430204708313
1000,46.0,Male,Month-to-month,22.128124793996125,120.71580207237739,No,DSL,6,Yes,Electronic check,Yes,20.11930034539623,181.07370310856606
1001,56.0,Male,Two year,55.86293196971313,3968.5987901571348,No,Fiber optic,70,No,Bank transfer (automatic),No,56.69426843081621,5952.898185235702
1002,51.0,Female,Month-to-month,66.60041627578138,1452.354127176661,No,Fiber optic,22,No,Credit card (automatic),Yes,66.01609668984823,2178.5311907649916
1003,40.0,Male,One year,46.554350061940944,822.8123682887907,No,Fiber optic,19,No,Electronic check,No,43.30591412046267,1234.218552433186
1004,32.0,Male,Two year,20.0,1021.3282580504743,No,No,55,No,Bank transfer (automatic),No,18.569604691826807,1531.9923870757116
1005,48.0,Male,Two year,20.0,1138.1364783282984,No,No,56,Yes,Credit card (automatic),No,20.3238656844339,1707.2047174924476
1006,44.0,Male,Two year,83.88040174121484,2981.660375689439,No,Fiber optic,36,Yes,Credit card (automatic),No,82.82389932470664,4472.490563534158
1007,50.0,Female,Month-to-month,95.64216782853023,1754.9952461771682,Yes,Fiber optic,18,No,Electronic check,Yes,97.49973589873156,2632.4928692657522
1008,47.0,Female,One year,59.05424233589254,1646.012028315527,Yes,Fiber optic,29,No,Mailed check,No,56.7590354591561,2469.0180424732907
1009,52.0,Male,Month-to-month,60.9982375643239,766.0314800056804,Yes,DSL,13,Yes,Credit card (automatic),No,58.92549846197541,1149.0472200085205
1010,33.0,Female,Month-to-month,59.54813057113501,1243.5304300889627,No,DSL,22,No,Electronic check,No,56.52411045858921,1865.295645133444
1011,55.0,Male,Two year,94.37216348668993,3513.5005847849734,No,Fiber optic,37,No,Mailed check,Yes,94.95947526445875,5270.25087717746
1012,42.0,Female,Month-to-month,62.99617939291997,725.4003503533521,Yes,Fiber optic,11,No,Mailed check,Yes,65.94548639575929,1088.100525530028
1013,64.0,Female,One year,20.0,676.93125788183,No,No,33,Yes,Bank transfer (automatic),No,20.513068420661515,1015.396886822745
1014,31.0,Female,Month-to-month,51.05278778634117,149.91433512517256,No,DSL,4,Yes,Electronic check,No,37.47858378129314,224.87150268775883
1015,60.0,Female,One year,49.72412518060554,1354.9873178514217,Yes,Fiber optic,28,No,Credit card (automatic),No,48.39240420897935,2032.4809767771326
1016,42.0,Female,Two year,55.52989781875985,3065.8600794623694,No,Fiber optic,55,No,Electronic check,No,55.74291053567944,4598.790119193554
1017,32.0,Male,Month-to-month,63.975617118936356,811.2715692588907,No,Fiber optic,14,Yes,Bank transfer (automatic),No,57.94796923277791,1216.907353888336
1018,34.0,Female,One year,20.0,787.9432527806049,No,No,40,No,Mailed check,No,19.69858131951512,1181.9148791709074
1019,36.0,Male,Two year,21.415592668957945,696.8974550665745,No,No,29,No,Electronic check,No,24.0309467264336,1045.3461825998618
1020,45.0,Male,Month-to-month,60.547344746294264,1080.854427974278,No,DSL,18,Yes,Electronic check,No,60.04746822079322,1621.2816419614169
1021,46.0,Female,Month-to-month,44.483966250860504,103.50863305184444,Yes,DSL,4,Yes,Credit card (automatic),Yes,25.87715826296111,155.26294957776668
1022,33.0,Male,One year,55.93546259912007,1200.2097147968348,No,DSL,22,No,Bank transfer (automatic),No,54.554987036219764,1800.3145721952521
1023,39.0,Female,Month-to-month,70.2963201986101,882.3175462980525,No,Fiber optic,13,No,Bank transfer (automatic),No,67.87058048446558,1323.4763194470788
1024,65.0,Male,Month-to-month,88.7098879175689,816.6945423323793,No,Fiber optic,8,Yes,Bank transfer (automatic),No,102.08681779154742,1225.041813498569
1025,60.0,Male,Two year,66.22816297787367,2268.8133322955255,No,Fiber optic,33,Yes,Electronic check,No,68.75191916047046,3403.219998443288
1026,45.0,Female,Month-to-month,68.42146648450888,1610.2405008487833,No,Fiber optic,23,Yes,Bank transfer (automatic),Yes,70.01045655864276,2415.360751273175
1027,40.0,Female,Two year,62.51199104002187,3170.9577465040456,No,Fiber optic,51,Yes,Electronic check,No,62.17564208831462,4756.4366197560685
1028,41.0,Female,Two year,66.7550292008301,2329.702475877209,No,Fiber optic,34,No,Bank transfer (automatic),No,68.52066105521203,3494.5537138158134
1029,47.0,Female,One year,54.330237433082516,2442.517939969273,No,Fiber optic,46,Yes,Electronic check,No,53.09821608628854,3663.776909953909
1030,27.0,Male,Month-to-month,52.348054277129734,839.049579919159,Yes,Fiber optic,15,Yes,Credit card (automatic),No,55.936638661277264,1258.5743698787385
1031,36.0,Female,Month-to-month,61.63648077924088,539.4905231049293,No,DSL,8,Yes,Bank transfer (automatic),Yes,67.43631538811616,809.2357846573939
1032,19.0,Male,Month-to-month,48.335966336307976,959.1520399936956,No,Fiber optic,20,Yes,Mailed check,Yes,47.957601999684776,1438.7280599905434
1033,44.0,Male,Two year,63.61763820604193,2856.135396733384,No,Fiber optic,44,No,Mailed check,No,64.9121681075769,4284.203095100076
1034,47.0,Male,Month-to-month,90.30685572541992,67.94579925222743,No,Fiber optic,1,No,Electronic check,Yes,67.94579925222743,101.91869887834115
1035,34.0,Male,Month-to-month,20.0,96.74572009508832,No,No,8,Yes,Credit card (automatic),No,12.09321501188604,145.11858014263248
1036,58.0,Male,Month-to-month,28.28740453685575,133.7604642605633,No,No,3,Yes,Electronic check,Yes,44.58682142018777,200.64069639084497
1037,25.0,Male,Month-to-month,58.17908558546317,53.916939128490206,No,Fiber optic,1,No,Mailed check,No,53.916939128490206,80.8754086927353
1038,22.0,Female,Month-to-month,48.97672787299612,1009.6235876248559,No,Fiber optic,20,No,Electronic check,No,50.4811793812428,1514.435381437284
1039,42.0,Male,One year,38.10348290198358,1119.838367931527,No,Fiber optic,27,No,Credit card (automatic),Yes,41.475495108575075,1679.7575518972906
1040,52.0,Male,Month-to-month,96.25448138545323,830.1776288492642,No,Fiber optic,9,Yes,Bank transfer (automatic),Yes,92.24195876102937,1245.2664432738964
1041,60.0,Male,Month-to-month,32.94693227548377,552.9288734412253,Yes,DSL,17,Yes,Electronic check,No,32.52522784948384,829.3933101618379
1042,34.0,Female,Month-to-month,61.2077988518764,1057.806506858908,No,DSL,16,Yes,Bank transfer (automatic),No,66.11290667868175,1586.709760288362
1043,52.0,Female,One year,35.00079459809926,1223.463602878139,No,DSL,34,No,Credit card (automatic),No,35.98422361406291,1835.1954043172086
1044,39.0,Male,One year,69.76075876909732,1150.9437618644247,No,DSL,17,No,Bank transfer (automatic),No,67.7025742273191,1726.415642796637
1045,37.0,Female,Month-to-month,114.13565449230201,2577.3691681459723,Yes,Fiber optic,23,Yes,Mailed check,No,112.05952904982487,3866.0537522189584
1046,50.0,Male,One year,20.0,333.59596799483273,No,No,18,Yes,Electronic check,No,18.533109333046262,500.3939519922491
1047,47.0,Female,Month-to-month,33.72865348761779,502.73772056174073,No,DSL,16,Yes,Electronic check,No,31.421107535108796,754.106580842611
1048,21.0,Male,Two year,27.73131863803225,1758.9404801705082,No,No,63,No,Electronic check,No,27.919690161436638,2638.4107202557625
1049,57.0,Female,Month-to-month,57.69564385048722,580.8781638647522,Yes,DSL,10,Yes,Bank transfer (automatic),Yes,58.08781638647522,871.3172457971283
1050,56.0,Female,One year,61.65382782140287,1370.3460997846307,Yes,DSL,22,No,Bank transfer (automatic),No,62.288459081119576,2055.519149676946
1051,32.0,Female,Two year,58.524888991912476,3293.878032461022,No,Fiber optic,57,Yes,Credit card (automatic),No,57.78733390282495,4940.817048691533
1052,44.0,Male,Two year,109.75068322046735,3837.7322173400944,Yes,Fiber optic,35,Yes,Bank transfer (automatic),No,109.6494919240027,5756.598326010142
1053,45.0,Male,Month-to-month,51.770742000346615,932.6298513091215,No,DSL,20,Yes,Electronic check,No,46.63149256545607,1398.9447769636822
1054,43.0,Male,Month-to-month,31.745561347347206,642.1615428150125,No,DSL,20,No,Bank transfer (automatic),Yes,32.10807714075062,963.2423142225186
1055,33.0,Female,One year,64.9370299991411,2526.379172215155,Yes,Fiber optic,38,Yes,Bank transfer (automatic),No,66.4836624267146,3789.5687583227327
1056,31.0,Female,Month-to-month,31.94649655656751,312.1206632115011,No,DSL,12,Yes,Mailed check,No,26.01005526762509,468.18099481725164
1057,39.0,Male,Two year,101.8188271710821,3689.649189691329,Yes,Fiber optic,36,No,Bank transfer (automatic),Yes,102.49025526920359,5534.473784536994
1058,54.0,Female,One year,56.793374743997674,1048.5234025479276,No,Fiber optic,19,Yes,Electronic check,No,55.18544223936461,1572.7851038218914
1059,46.0,Male,One year,57.38725227116933,1589.5808690062404,Yes,DSL,27,No,Electronic check,Yes,58.873365518749644,2384.3713035093606
1060,35.0,Male,Month-to-month,20.0,67.93237256061394,No,No,3,Yes,Mailed check,No,22.644124186871313,101.89855884092091
1061,49.0,Male,One year,40.7691903535623,1651.0028197755141,Yes,DSL,40,No,Electronic check,No,41.275070494387855,2476.504229663271
1062,18.0,Male,One year,31.794916374378985,1338.6276826616893,No,Fiber optic,42,No,Mailed check,No,31.872087682421174,2007.9415239925338
1063,53.0,Female,Two year,81.96349205981134,3017.1023044724257,No,Fiber optic,36,Yes,Mailed check,No,83.80839734645627,4525.653456708638
1064,19.0,Female,Month-to-month,32.99181252629184,413.2722742002572,No,No,12,Yes,Credit card (automatic),No,34.43935618335477,619.9084113003858
1065,35.0,Female,Month-to-month,51.680648372696965,946.6611333811197,No,Fiber optic,19,Yes,Credit card (automatic),Yes,49.82427017795367,1419.9917000716796
1066,26.0,Male,Month-to-month,39.09541770002657,83.12658801610333,Yes,Fiber optic,2,No,Credit card (automatic),Yes,41.56329400805166,124.689882024155
1067,24.0,Female,Month-to-month,62.04974064106744,43.60568849276497,Yes,DSL,1,No,Credit card (automatic),No,43.60568849276497,65.40853273914746
1068,53.0,Male,One year,37.07517301787498,712.548282665604,No,Fiber optic,19,Yes,Credit card (automatic),No,37.50254119292653,1068.822423998406
1069,34.0,Male,Two year,94.39065871896517,6020.01367239543,No,Fiber optic,64,Yes,Bank transfer (automatic),No,94.0627136311786,9030.020508593145
1070,44.0,Male,Month-to-month,51.912097540907595,381.45624354994504,No,Fiber optic,8,Yes,Credit card (automatic),Yes,47.68203044374313,572.1843653249175
1071,39.0,Male,Two year,20.0,1289.9636106374223,No,No,64,No,Bank transfer (automatic),No,20.155681416209724,1934.9454159561335
1072,45.0,Male,Month-to-month,53.72693631696937,325.15109933264387,No,DSL,6,Yes,Credit card (automatic),No,54.19184988877398,487.7266489989658
1073,40.0,Male,Month-to-month,20.0,353.1977922522924,No,No,15,Yes,Electronic check,Yes,23.54651948348616,529.7966883784386
1074,24.0,Female,Month-to-month,20.0,439.25220604335937,No,No,23,Yes,Bank transfer (automatic),No,19.09792200188519,658.878309065039
1075,51.0,Female,Month-to-month,77.07963865342013,902.9926101196963,Yes,Fiber optic,13,Yes,Credit card (automatic),Yes,69.46097000920741,1354.4889151795446
1076,34.0,Female,Two year,21.417753256667076,924.1876033701857,Yes,Fiber optic,44,No,Mailed check,No,21.004263712958764,1386.2814050552786
1077,21.0,Female,Month-to-month,102.84838491856644,2181.3429302626328,No,Fiber optic,22,Yes,Electronic check,No,99.15195137557421,3272.014395393949
1078,34.0,Male,One year,20.43640132465738,490.8208291719485,No,No,23,No,Mailed check,No,21.340036050954282,736.2312437579228
1079,,Male,Month-to-month,30.60550981394708,314.17673116387266,Yes,DSL,13,Yes,Bank transfer (automatic),No,24.167440858759434,471.265096745809
1080,50.0,Female,Two year,49.65509261426317,3029.1971889636116,Yes,Fiber optic,62,Yes,Bank transfer (automatic),No,48.85801917683244,4543.795783445417
1081,35.0,Female,Month-to-month,89.83292756521604,2048.040611086226,Yes,Fiber optic,23,Yes,Mailed check,Yes,89.0452439602707,3072.060916629339
1082,35.0,Female,Month-to-month,26.010529350741034,545.3870585513959,No,No,18,Yes,Electronic check,No,30.299281030633104,818.0805878270937
1083,36.0,Female,Month-to-month,97.73561314570422,1314.6540782541133,No,Fiber optic,14,Yes,Credit card (automatic),No,93.90386273243666,1971.98111738117
1084,64.0,Female,Month-to-month,56.345143103915305,620.4168233003977,Yes,Fiber optic,11,Yes,Bank transfer (automatic),No,56.40152939094525,930.6252349505966
